Index,Price
495,148367.0
496,140133.0
497,196641.0
498,68762.0
499,74132.0
500,284771.0
501,163435.0
502,128355.0
503,124743.0
504,108904.0
505,119720.0
506,209942.0
507,71291.0
508,110813.0
509,67405.0
510,68878.0
511,274040.0
512,156250.0
513,191755.0
514,143885.0
515,101535.0
516,97481.0
517,180521.0
518,149723.0
519,99279.0
520,78632.0
521,197034.0
522,226826.0
523,120556.0
524,167913.0
525,99287.0
526,276467.0
527,139036.0
528,78112.0
529,138236.0
530,161673.0
531,61817.0
532,114783.0
533,233675.0
534,95655.0
535,99985.0
536,120000.0
537,163260.0
538,261929.0
539,168237.0
540,86822.0
541,158960.0
542,128409.0
543,55960.0
544,233837.0
545,98190.0
546,123613.0
547,314601.0
548,126447.0
549,87241.0
550,216785.0
551,217988.0
552,79907.0
553,67623.0
554,77344.0
555,90703.0
556,172811.0
557,70698.0
558,76425.0
559,101003.0
560,275604.0
561,214335.0
562,97919.0
563,111794.0
564,361211.0
565,37441.0
566,247416.0
567,233568.0
568,87402.0
569,207339.0
570,105784.0
571,77281.0
572,100473.0
573,126272.0
574,119819.0
575,247901.0
576,120693.0
577,32479.0
578,282638.0
579,72778.0
580,160191.0
581,112235.0
582,100469.0
583,146305.0
584,190528.0
585,63556.0
586,161244.0
587,294538.0
588,27375.0
589,48836.0
590,134481.0
591,75607.0
592,163339.0
593,139656.0
594,90025.0
595,113060.0
596,84361.0
597,187491.0
598,71252.0
599,185860.0
600,102096.0
601,84354.0
602,88889.0
603,70175.0
604,56565.0
605,47588.0
606,95374.0
607,126103.0
608,79654.0
609,145894.0
610,131130.0
611,134000.0
612,95194.0
613,190039.0
614,260573.0
615,71645.0
616,145384.0
617,88057.0
618,81250.0
619,100155.0
620,103959.0
621,242309.0
622,74037.0
623,137627.0
624,69511.0
625,168224.0
626,68424.0
627,80407.0
628,196078.0
629,217362.0
630,120895.0
631,310671.0
632,145952.0
633,144806.0
634,88113.0
635,114423.0
636,85725.0
637,96244.0
638,49882.0
639,151198.0
640,129132.0
641,92974.0
642,138809.0
643,573438.0
644,149689.0
645,109907.0
646,240672.0
647,242409.0
648,153572.0
649,108065.0
650,63871.0
651,227671.0
652,111556.0
653,139258.0
654,78846.0
655,277403.0
656,240501.0
657,64522.0
658,77426.0
659,238586.0
660,70423.0
661,31638.0
662,74344.0
663,223998.0
664,94759.0
665,172735.0
666,410765.0
667,183499.0
668,78973.0
669,140945.0
670,253846.0
671,222603.0
672,99726.0
673,121422.0
674,262908.0
675,194828.0
676,113740.0
677,147601.0
678,175669.0
679,189445.0
680,56514.0
681,60976.0
682,96767.0
683,136019.0
684,149160.0
685,87388.0
686,142334.0
687,101500.0
688,82217.0
689,277488.0
690,110597.0
691,236436.0
692,122670.0
693,86348.0
694,131468.0
695,98651.0
696,204775.0
697,39412.0
698,197960.0
699,222089.0
700,83912.0
701,94717.0
702,27949.0
703,84987.0
704,50716.0
705,72489.0
706,196605.0
707,74131.0
708,134457.0
709,110649.0
710,98418.0
711,138072.0
712,94527.0
713,116142.0
714,195631.0
715,126449.0
716,154611.0
717,364352.0
718,68116.0
719,103933.0
720,142878.0
721,119248.0
722,88794.0
723,126947.0
724,179180.0
725,155546.0
726,275957.0
727,99517.0
728,99058.0
729,144509.0
730,71344.0
731,83983.0
732,138650.0
733,222347.0
734,118937.0
735,72759.0
736,133531.0
737,92275.0
738,104324.0
739,129641.0
740,37566.0
741,101249.0
742,153846.0
743,175660.0
744,56951.0
745,130098.0
746,55903.0
747,244456.0
748,65384.0
749,121986.0
750,137748.0
751,57781.0
752,109811.0
753,247631.0
754,86924.0
755,115321.0
756,357376.0
757,107198.0
758,111795.0
759,63846.0
760,250428.0
761,134298.0
762,395844.0
763,66439.0
764,96648.0
765,207852.0
766,77743.0
767,66725.0
768,96764.0
769,195660.0
770,75354.0
771,49599.0
772,74319.0
773,139066.0
774,124500.0
775,138648.0
776,87471.0
777,126427.0
778,137110.0
779,93939.0
780,205761.0
781,55556.0
782,115188.0
783,84617.0
784,150381.0
785,108137.0
786,118197.0
787,142662.0
788,132024.0
789,87066.0
790,53983.0
791,173272.0
792,83185.0
793,85244.0
794,284691.0
795,111429.0
796,110230.0
797,121419.0
798,75036.0
799,59484.0
800,170353.0
801,228566.0
802,138693.0
803,255102.0
804,149905.0
805,132653.0
806,58421.0
807,171875.0
808,171174.0
809,139035.0
810,362584.0
811,83257.0
812,81942.0
813,76760.0
814,107152.0
815,208966.0
816,72540.0
817,63362.0
818,158713.0
819,267147.0
820,162306.0
821,259868.0
822,101022.0
823,72202.0
824,73727.0
825,101233.0
826,61001.0
827,113770.0
828,215034.0
829,169688.0
830,108225.0
831,117913.0
832,164093.0
833,139897.0
834,76637.0
835,128592.0
836,254250.0
837,70255.0
838,120031.0
839,226134.0
840,233040.0
841,65284.0
842,94212.0
843,182562.0
844,122894.0
845,250805.0
846,60294.0
847,74890.0
848,213068.0
849,101312.0
850,143225.0
851,151846.0
852,121996.0
853,73352.0
854,129988.0
855,87075.0
856,88922.0
857,172161.0
858,188679.0
859,391555.0
860,122398.0
861,96471.0
862,58507.0
863,151047.0
864,84484.0
865,94201.0
866,303951.0
867,86921.0
868,91075.0
869,198104.0
870,59656.0
871,149003.0
872,225010.0
873,136121.0
874,201281.0
875,103044.0
876,107776.0
877,203742.0
878,104035.0
879,302426.0
880,241935.0
881,833559.0
882,269902.0
883,187908.0
884,132120.0
885,131175.0
886,218415.0
887,220769.0
888,86662.0
889,72207.0
890,80389.0
891,119871.0
892,68110.0
893,79157.0
894,110193.0
895,140860.0
896,142643.0
897,118672.0
898,126385.0
899,209497.0
900,137804.0
901,201419.0
902,75450.0
903,119507.0
904,134287.0
905,127949.0
906,181494.0
907,185775.0
908,225434.0
909,118276.0
910,161052.0
911,115476.0
912,94146.0
913,101552.0
914,383142.0
915,105356.0
916,100028.0
917,181496.0
918,110164.0
919,344564.0
920,89288.0
921,40959.0
922,240616.0
923,77734.0
924,118127.0
925,113471.0
926,69753.0
927,238979.0
928,123929.0
929,101361.0
930,85161.0
931,340870.0
932,103379.0
933,164024.0
934,98027.0
935,182755.0
936,158228.0
937,74945.0
938,101215.0
939,111710.0
940,65355.0
941,205123.0
942,36768.0
943,92766.0
944,78796.0
945,119012.0
946,67640.0
947,50356.0
948,63370.0
949,75490.0
950,102170.0
951,107508.0
952,119367.0
953,104570.0
954,103306.0
955,230071.0
956,115917.0
957,165931.0
958,85245.0
959,126610.0
960,108096.0
961,554359.0
962,77565.0
963,36241.0
964,74078.0
965,175653.0
966,128189.0
967,247632.0
968,126717.0
969,143365.0
970,72359.0
971,81887.0
972,106628.0
973,131482.0
974,77169.0
975,182993.0
976,350886.0
977,190688.0
978,124457.0
979,186329.0
980,74630.0
981,59502.0
982,140785.0
983,153645.0
984,76747.0
985,79591.0
986,71019.0
987,174313.0
988,167713.0
989,88054.0
990,159191.0
991,178621.0
992,190528.0
993,163467.0
994,168636.0
995,95279.0
996,240765.0
997,110331.0
998,131728.0
999,171548.0
1000,84356.0
1001,149503.0
1002,102793.0
1003,91358.0
1004,121145.0
1005,86655.0
1006,65164.0
1007,247578.0
1008,188162.0
1009,117437.0
1010,173330.0
1011,123499.0
1012,75490.0
1013,140002.0
1014,86101.0
1015,57498.0
1016,152727.0
1017,152831.0
1018,103210.0
1019,89595.0
1020,81788.0
1021,78176.0
1022,169113.0
1023,166871.0
1024,169836.0
1025,194049.0
1026,133816.0
1027,152977.0
1028,276893.0
1029,257927.0
1030,67011.0
1031,80431.0
1032,145300.0
1033,158371.0
1034,78571.0
1035,131702.0
1036,183608.0
1037,97619.0
1038,265710.0
1039,20541.0
1040,213966.0
1041,215070.0
1042,163591.0
1043,158425.0
1044,79493.0
1045,142937.0
1046,178374.0
1047,86890.0
1048,58164.0
1049,81988.0
1050,97205.0
1051,216273.0
1052,95117.0
1053,97172.0
1054,131803.0
1055,160802.0
1056,216022.0
1057,91129.0
1058,386594.0
1059,133123.0
1060,87447.0
1061,211746.0
1062,233401.0
1063,221381.0
1064,194595.0
1065,125945.0
1066,132718.0
1067,84009.0
1068,177873.0
1069,154686.0
1070,163245.0
1071,218529.0
1072,107622.0
1073,106291.0
1074,102943.0
1075,74514.0
1076,84129.0
1077,367835.0
1078,119990.0
1079,225557.0
1080,67676.0
1081,36045.0
1082,160727.0
1083,85635.0
1084,81105.0
1085,103971.0
1086,250947.0
1087,128407.0
1088,134988.0
1089,111855.0
1090,137599.0
1091,240765.0
1092,393173.0
1093,135689.0
1094,258572.0
1095,93984.0
1096,219566.0
1097,104027.0
1098,448543.0
1099,197092.0
1100,86255.0
1101,81701.0
1102,97010.0
1103,165062.0
1104,181486.0
1105,128248.0
1106,79010.0
1107,81009.0
1108,118366.0
1109,172916.0
1110,126087.0
1111,121640.0
1112,161290.0
1113,41970.0
1114,71895.0
1115,235081.0
1116,136372.0
1117,253473.0
1118,257091.0
1119,107200.0
1120,202391.0
1121,85010.0
1122,112292.0
1123,177135.0
1124,106906.0
1125,120773.0
1126,109153.0
1127,64952.0
1128,177845.0
1129,78140.0
1130,90580.0
1131,38451.0
1132,79904.0
1133,41776.0
1134,90426.0
1135,81771.0
1136,197431.0
1137,133446.0
1138,137161.0
1139,162014.0
1140,117125.0
1141,133082.0
1142,106419.0
1143,234946.0
1144,109586.0
1145,157124.0
1146,97015.0
1147,103330.0
1148,188804.0
1149,180712.0
1150,67237.0
1151,130055.0
1152,109170.0
1153,387913.0
1154,52597.0
1155,71187.0
1156,189085.0
1157,213243.0
1158,59535.0
1159,390625.0
1160,98909.0
1161,118304.0
1162,97801.0
1163,767713.0
1164,72446.0
1165,101010.0
1166,111018.0
1167,120755.0
1168,191841.0
1169,107097.0
1170,146725.0
1171,148296.0
1172,74255.0
1173,68846.0
1174,79349.0
1175,158698.0
1176,143939.0
1177,114539.0
1178,89915.0
1179,186740.0
1180,96394.0
1181,153390.0
1182,79421.0
1183,145837.0
1184,106583.0
1185,154111.0
1186,248883.0
1187,197151.0
1188,218014.0
1189,69887.0
1190,167347.0
1191,73071.0
1192,258157.0
1193,120942.0
1194,207678.0
1195,340819.0
1196,238554.0
1197,138800.0
1198,135755.0
1199,42216.0
1200,201722.0
1201,204944.0
1202,91861.0
1203,222916.0
1204,138918.0
1205,61828.0
1206,75398.0
1207,175176.0
1208,205637.0
1209,176088.0
1210,156704.0
1211,88997.0
1212,125479.0
1213,136168.0
1214,73424.0
1215,94842.0
1216,75110.0
1217,173145.0
1218,192842.0
1219,98109.0
1220,110917.0
1221,72136.0
1222,281303.0
1223,132471.0
1224,121181.0
1225,69172.0
1226,74687.0
1227,327553.0
1228,143998.0
1229,59114.0
1230,79419.0
1231,183568.0
1232,69149.0
1233,158234.0
1234,119166.0
1235,195788.0
1236,97050.0
1237,75219.0
1238,114155.0
1239,52306.0
1240,281156.0
1241,222501.0
1242,216950.0
1243,82816.0
1244,120930.0
1245,108847.0
1246,148976.0
1247,128137.0
1248,133496.0
1249,138758.0
1250,146954.0
1251,132730.0
1252,73870.0
1253,150242.0
1254,97183.0
1255,129032.0
1256,278820.0
1257,71988.0
1258,325471.0
1259,90448.0
1260,120692.0
1261,196562.0
1262,84798.0
1263,305909.0
1264,20373.0
1265,249792.0
1266,214765.0
1267,205145.0
1268,101348.0
1269,134672.0
1270,122317.0
1271,82230.0
1272,97656.0
1273,167978.0
1274,220741.0
1275,97526.0
1276,106553.0
1277,137194.0
1278,53701.0
1279,150666.0
1280,155595.0
1281,110200.0
1282,101726.0
1283,70260.0
1284,303235.0
1285,106071.0
1286,87162.0
1287,103842.0
1288,90761.0
1289,127912.0
1290,95673.0
1291,196105.0
1292,99986.0
1293,220944.0
1294,91036.0
1295,57548.0
1296,81805.0
1297,111247.0
1298,121155.0
1299,149339.0
1300,249944.0
1301,107991.0
1302,68013.0
1303,104563.0
1304,184053.0
1305,131023.0
1306,165159.0
1307,186147.0
1308,85679.0
1309,293558.0
1310,213421.0
1311,127825.0
1312,96002.0
1313,102068.0
1314,166774.0
1315,200823.0
1316,578444.0
1317,137560.0
1318,147306.0
1319,118514.0
1320,66372.0
1321,65696.0
1322,108377.0
1323,66727.0
1324,63930.0
1325,75716.0
1326,77012.0
1327,197378.0
1328,165952.0
1329,242856.0
1330,71972.0
1331,172122.0
1332,108963.0
1333,76513.0
1334,253940.0
1335,105764.0
1336,116421.0
1337,90161.0
1338,40789.0
1339,84236.0
1340,67600.0
1341,138953.0
1342,70060.0
1343,237970.0
1344,364542.0
1345,59464.0
1346,120202.0
1347,107927.0
1348,107793.0
1349,140568.0
1350,336004.0
1351,136123.0
1352,93005.0
1353,86963.0
1354,253725.0
1355,147766.0
1356,200601.0
1357,162144.0
1358,75632.0
1359,264870.0
1360,269442.0
1361,190748.0
1362,120627.0
1363,65123.0
1364,135569.0
1365,149333.0
1366,149348.0
1367,75571.0
1368,144058.0
1369,61542.0
1370,170737.0
1371,137331.0
1372,98708.0
1373,113762.0
1374,87498.0
1375,122770.0
1376,116009.0
1377,94730.0
1378,150444.0
1379,157266.0
1380,228746.0
1381,79896.0
1382,134452.0
1383,103870.0
1384,169112.0
1385,196144.0
1386,138240.0
1387,113908.0
1388,97528.0
1389,103937.0
1390,110748.0
1391,135548.0
1392,79357.0
1393,138325.0
1394,79748.0
1395,126629.0
1396,106642.0
1397,311078.0
1398,64088.0
1399,160321.0
1400,45332.0
1401,122224.0
1402,156924.0
1403,88428.0
1404,55127.0
1405,136346.0
1406,231563.0
1407,63399.0
1408,203052.0
1409,109964.0
1410,168054.0
1411,90004.0
1412,91123.0
1413,236101.0
1414,163265.0
1415,157392.0
1416,207836.0
1417,152416.0
1418,101984.0
1419,125220.0
1420,154907.0
1421,71404.0
1422,185146.0
1423,177576.0
1424,102742.0
1425,264282.0
1426,96042.0
1427,56516.0
1428,112500.0
1429,156250.0
1430,169709.0
1431,48454.0
1432,88462.0
1433,254669.0
1434,129935.0
1435,155377.0
1436,604982.0
1437,87464.0
1438,124284.0
1439,206465.0
1440,135449.0
1441,96774.0
1442,307730.0
1443,227568.0
1444,121493.0
1445,185832.0
1446,106364.0
1447,69054.0
1448,205095.0
1449,151763.0
1450,79661.0
1451,308452.0
1452,220067.0
1453,162848.0
1454,171465.0
1455,160875.0
1456,132252.0
1457,136634.0
1458,143895.0
1459,89513.0
1460,63887.0
1461,125411.0
1462,198652.0
1463,78402.0
1464,164798.0
1465,126293.0
1466,107781.0
1467,99872.0
1468,179081.0
1469,310304.0
1470,112006.0
1471,234217.0
1472,266667.0
1473,126524.0
1474,40544.0
1475,90856.0
1476,248705.0
1477,257053.0
1478,112045.0
1479,76500.0
1480,177851.0
1481,170128.0
1482,97378.0
1483,111597.0
1484,116654.0
1485,131917.0
1486,254560.0
1487,133717.0
1488,77577.0
1489,97735.0
1490,175946.0
1491,161419.0
1492,97859.0
1493,141150.0
1494,48837.0
1495,76507.0
1496,117218.0
1497,65338.0
1498,112597.0
1499,108453.0
1500,238386.0
1501,86230.0
1502,128177.0
1503,98374.0
1504,186872.0
1505,203841.0
1506,90052.0
1507,201997.0
1508,166586.0
1509,131019.0
1510,231080.0
1511,78731.0
1512,155409.0
1513,179348.0
1514,162242.0
1515,105073.0
1516,157598.0
1517,293413.0
1518,112144.0
1519,173580.0
1520,95461.0
1521,130788.0
1522,185816.0
1523,129462.0
1524,92618.0
1525,111824.0
1526,112530.0
1527,226244.0
1528,72578.0
1529,307894.0
1530,290346.0
1531,192612.0
1532,126268.0
1533,206450.0
1534,247910.0
1535,92740.0
1536,117050.0
1537,161206.0
1538,180722.0
1539,80460.0
1540,99895.0
1541,84368.0
1542,68681.0
1543,189385.0
1544,118694.0
1545,257152.0
1546,84404.0
1547,61477.0
1548,66138.0
1549,135854.0
1550,90168.0
1551,119422.0
1552,195851.0
1553,75574.0
1554,317807.0
1555,147367.0
1556,179511.0
1557,67980.0
1558,39111.0
1559,111059.0
1560,148014.0
1561,128216.0
1562,82385.0
1563,357711.0
1564,127507.0
1565,315066.0
1566,69305.0
1567,170576.0
1568,278600.0
1569,58038.0
1570,106973.0
1571,102941.0
1572,63729.0
1573,144753.0
1574,217449.0
1575,85559.0
1576,122868.0
1577,106122.0
1578,183648.0
1579,277824.0
1580,192531.0
1581,95274.0
1582,152994.0
1583,83934.0
1584,177702.0
1585,383216.0
1586,116424.0
1587,85357.0
1588,94316.0
1589,212019.0
1590,136859.0
1591,89230.0
1592,217241.0
1593,120459.0
1594,111676.0
1595,166328.0
1596,62154.0
1597,190528.0
1598,203260.0
1599,171895.0
1600,98836.0
1601,56994.0
1602,77681.0
1603,157286.0
1604,75862.0
1605,89937.0
1606,103412.0
1607,203641.0
1608,113887.0
1609,216574.0
1610,170590.0
1611,188669.0
1612,125438.0
1613,281252.0
1614,138756.0
1615,91194.0
1616,52844.0
1617,61774.0
1618,100527.0
1619,115768.0
1620,222092.0
1621,119913.0
1622,132302.0
1623,129863.0
1624,102668.0
1625,240566.0
1626,191706.0
1627,58515.0
1628,100462.0
1629,89823.0
1630,67608.0
1631,273185.0
1632,101920.0
1633,121374.0
1634,64950.0
1635,43377.0
1636,105714.0
1637,95745.0
1638,128495.0
1639,170100.0
1640,283138.0
1641,78928.0
1642,220807.0
1643,108738.0
1644,78752.0
1645,106298.0
1646,184211.0
1647,253731.0
1648,39432.0
1649,144564.0
1650,123935.0
1651,120120.0
1652,115166.0
1653,162782.0
1654,144987.0
1655,194785.0
1656,56390.0
1657,90453.0
1658,213939.0
1659,62251.0
1660,123291.0
1661,116844.0
1662,92405.0
1663,91019.0
1664,92046.0
1665,182022.0
1666,107383.0
1667,117754.0
1668,177423.0
1669,185906.0
1670,32498.0
1671,142583.0
1672,211409.0
1673,120615.0
1674,116771.0
1675,88710.0
1676,213990.0
1677,144034.0
1678,129585.0
1679,59512.0
1680,31404.0
1681,210690.0
1682,148850.0
1683,107785.0
1684,86874.0
1685,112312.0
1686,257035.0
1687,100654.0
1688,123090.0
1689,163043.0
1690,248023.0
1691,274499.0
1692,177936.0
1693,119462.0
1694,172181.0
1695,215666.0
1696,95394.0
1697,131139.0
1698,107601.0
1699,227541.0
1700,69992.0
1701,169273.0
1702,118754.0
1703,186253.0
1704,206057.0
1705,308132.0
1706,44603.0
1707,78814.0
1708,199031.0
1709,387182.0
1710,220457.0
1711,81121.0
1712,92178.0
1713,62933.0
1714,116195.0
1715,79900.0
1716,161476.0
1717,47541.0
1718,228756.0
1719,109981.0
1720,110560.0
1721,154216.0
1722,149593.0
1723,92398.0
1724,26083.0
1725,114433.0
1726,150598.0
1727,125101.0
1728,187059.0
1729,113636.0
1730,184775.0
1731,126416.0
1732,48689.0
1733,223700.0
1734,73564.0
1735,178911.0
1736,94795.0
1737,115443.0
1738,148765.0
1739,87628.0
1740,253822.0
1741,136000.0
1742,73491.0
1743,139169.0
1744,87411.0
1745,202351.0
1746,117574.0
1747,58904.0
1748,113142.0
1749,67657.0
1750,144864.0
1751,160686.0
1752,117240.0
1753,100698.0
1754,153907.0
1755,195865.0
1756,224005.0
1757,108519.0
1758,205749.0
1759,56433.0
1760,149562.0
1761,67758.0
1762,162063.0
1763,114090.0
1764,101877.0
1765,9288.0
1766,87544.0
1767,100421.0
1768,94070.0
1769,150776.0
1770,103342.0
1771,96893.0
1772,155556.0
1773,68962.0
1774,150517.0
1775,73071.0
1776,114256.0
1777,124766.0
1778,66583.0
1779,128535.0
1780,164240.0
1781,151448.0
1782,166599.0
1783,89738.0
1784,190277.0
1785,99785.0
1786,230221.0
1787,172045.0
1788,354997.0
1789,90618.0
1790,113845.0
1791,582880.0
1792,160092.0
1793,19962.0
1794,117826.0
1795,73623.0
1796,240481.0
1797,66597.0
1798,78895.0
1799,71109.0
1800,259843.0
1801,111768.0
1802,171021.0
1803,78891.0
1804,118577.0
1805,88612.0
1806,171385.0
1807,226520.0
1808,113077.0
1809,65844.0
1810,61608.0
1811,245359.0
1812,141641.0
1813,66299.0
1814,116193.0
1815,177067.0
1816,79765.0
1817,126355.0
1818,101569.0
1819,182573.0
1820,228632.0
1821,76316.0
1822,31348.0
1823,131357.0
1824,96679.0
1825,188052.0
1826,96715.0
1827,229926.0
1828,94611.0
1829,194987.0
1830,97725.0
1831,67633.0
1832,68064.0
1833,156456.0
1834,148668.0
1835,209525.0
1836,101281.0
1837,72235.0
1838,122898.0
1839,61694.0
1840,279445.0
1841,92585.0
1842,170847.0
1843,130126.0
1844,57107.0
1845,83016.0
1846,123648.0
1847,77323.0
1848,170346.0
1849,179067.0
1850,31949.0
1851,149945.0
1852,87790.0
1853,77790.0
1854,60520.0
1855,170408.0
1856,108789.0
1857,137541.0
1858,223933.0
1859,347866.0
1860,148372.0
1861,57538.0
1862,100625.0
1863,127485.0
1864,64920.0
1865,174910.0
1866,253072.0
1867,111506.0
1868,135538.0
1869,90675.0
1870,66662.0
1871,105440.0
